,Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Goals,Away_Goals,Outcome,Home_Win,Home_Attack,Away_Attack,Home_Team_Outcome_sum_10,Away_Team_Outcome_sum_10
3880,Brentford,Burnley,2-0,https://www.besoccer.com/match/brentford/burnley-fc/2022,2022,29,premier_league,52,70,2.0,0.0,1.0,1.0,0.6649484536082474,0.7094270714448756,-3.0,3.0
3881,Man. Utd,Tottenham Hotspur,3-2,https://www.besoccer.com/match/manchester-united-fc/tottenham-hotspur-fc/2022,2022,29,premier_league,92,89,3.0,2.0,1.0,1.0,1.0025706940874035,1.0442686056458512,2.0,-2.0
3882,Chelsea,Newcastle,1-0,https://www.besoccer.com/match/chelsea-fc/newcastle-united-fc/2022,2022,29,premier_league,93,70,1.0,0.0,1.0,1.0,1.4570200573065901,0.6581632653061223,3.0,1.0
3883,Everton,Wolves,0-1,https://www.besoccer.com/match/everton-fc/wolverhampton/2022,2022,29,premier_league,83,58,0.0,1.0,-1.0,0.0,0.9843780897765473,0.7735294117647059,-3.0,0.0
3884,Leeds United,Norwich City,2-1,https://www.besoccer.com/match/leeds-united-afc/norwich-city-fc/2022,2022,29,premier_league,59,64,2.0,1.0,1.0,1.0,0.7096833578792342,0.4177156177156177,-3.0,4.0
3885,Southampton,Watford,1-2,https://www.besoccer.com/match/southampton-fc/watford-fc/2022,2022,29,premier_league,81,70,1.0,2.0,-1.0,0.0,0.8954344624447718,0.7164052564646036,3.0,3.0
3886,West Ham,Aston Villa,2-1,https://www.besoccer.com/match/west-ham-united/aston-villa-fc/2022,2022,29,premier_league,78,64,2.0,1.0,1.0,1.0,1.2042124542124542,0.879898862199747,4.0,0.0
3887,Arsenal,Leicester,2-0,https://www.besoccer.com/match/arsenal/leicester-city-fc/2022,2022,29,premier_league,92,79,2.0,0.0,1.0,1.0,1.0637362637362637,1.159090909090909,5.0,3.0
3888,Crystal Palace,Man. City,0-0,https://www.besoccer.com/match/crystal-palace-fc/manchester-city-fc/2022,2022,29,premier_league,73,93,0.0,0.0,0.0,0.0,1.0462724935732648,1.5411764705882354,-1.0,-9.0
3889,Huddersfield Town,Stoke City,1-1,https://www.besoccer.com/match/huddersfield-town-fc/stoke-city/2022,2022,29,championship,52,79,1.0,1.0,0.0,0.0,1.0866968325791855,0.8972222222222223,3.0,0.0
3890,Barnsley,AFC Bournemouth,0-1,https://www.besoccer.com/match/barnsley-fc/afc-bournemouth/2022,2022,29,championship,49,67,0.0,1.0,-1.0,0.0,0.5081644698012985,1.0953067105804857,-4.0,-1.0
3891,Fulham,Blackpool,1-1,https://www.besoccer.com/match/fulham/blackpool-fc/2022,2022,29,championship,60,37,1.0,1.0,0.0,0.0,1.8990825688073398,1.1580267558528428,6.0,2.0
3892,Hull City,Swansea City,2-0,https://www.besoccer.com/match/hull-city/swansea-city-afc/2022,2022,29,championship,70,76,2.0,0.0,1.0,1.0,0.7408256880733944,0.9054441260744986,0.0,1.0
3893,Luton Town,Blackburn Rovers,0-0,https://www.besoccer.com/match/luton-town-fc/blackburn-rovers-fc/2022,2022,29,championship,33,62,0.0,0.0,0.0,0.0,1.2551950419248998,0.9717064544650751,3.0,0.0
3894,Middlesbrough,Coventry City,1-0,https://www.besoccer.com/match/middlesbrough-fc/coventry-city/2022,2022,29,championship,71,43,1.0,0.0,1.0,1.0,1.0605553696888592,0.8985915492957747,5.0,1.0
3895,Millwall,West Bromwich Albion,2-0,https://www.besoccer.com/match/millwall-fc/west-bromwich/2022,2022,29,championship,46,75,2.0,0.0,1.0,1.0,0.7447306791569086,0.837279293739968,1.0,4.0
3896,Preston North End,Bristol City,2-2,https://www.besoccer.com/match/preston-north-end/bristol-city-fc/2022,2022,29,championship,58,54,2.0,2.0,0.0,0.0,1.032813340505648,1.2453803180060163,2.0,5.0
3897,Queens Park Rangers,Reading,4-0,https://www.besoccer.com/match/queens-park-rangers-fc/reading-fc/2022,2022,29,championship,58,60,4.0,0.0,1.0,1.0,0.9064784053156146,0.8360439560439561,4.0,1.0
3898,Peterborough United,Sheffield United,0-2,https://www.besoccer.com/match/peterborough-u/sheffield-united/2022,2022,29,championship,46,50,0.0,2.0,-1.0,0.0,0.8599928109273903,1.0344827586206895,0.0,0.0
3899,Derby County,Birmingham City,2-2,https://www.besoccer.com/match/derby-county-fc/birmingham-city-fc/2022,2022,29,championship,61,59,2.0,2.0,0.0,0.0,0.9143686502177069,0.8346709470304976,4.0,5.0
3900,Cardiff City,Nottingham Forest,2-1,https://www.besoccer.com/match/cardiff-city-fc/nottingham-forest-fc/2022,2022,29,championship,57,57,2.0,1.0,1.0,1.0,0.6377792823290453,1.3241288625904009,-4.0,-5.0
3901,Saint-Ãtienne,Troyes,1-1,https://www.besoccer.com/match/saint-etienne/troyes/2022,2022,29,ligue_1,82,58,1.0,1.0,0.0,0.0,0.7954626019142147,0.7762505633168094,-1.0,4.0
3902,Lens,Clermont,3-1,https://www.besoccer.com/match/lens/clermont-foot/2022,2022,29,ligue_1,60,56,3.0,1.0,1.0,1.0,1.0733879586747417,0.7854896675651393,3.0,3.0
3903,Nantes,Lille,0-1,https://www.besoccer.com/match/nantes/lillestrom/2022,2022,29,ligue_1,72,81,0.0,1.0,-1.0,0.0,1.125925925925926,1.0783410138248848,6.0,-2.0
3904,Monaco,PSG,3-0,https://www.besoccer.com/match/monaco/paris-saint-germain-fc/2022,2022,29,ligue_1,87,93,3.0,0.0,1.0,1.0,1.1881971932349766,1.4909297052154198,5.0,0.0
3905,Angers SCO,Stade Brestois,1-0,https://www.besoccer.com/match/angers-sco/stade-brestois-29/2022,2022,29,ligue_1,65,58,1.0,0.0,1.0,1.0,0.7082760989010989,0.8911564625850339,-4.0,-1.0
3906,Girondins Bordeaux,Montpellier,0-2,https://www.besoccer.com/match/bordeaux/montpellier-hsc/2022,2022,29,ligue_1,79,76,0.0,2.0,-1.0,0.0,0.9393831974477135,1.0973064790099492,-3.0,2.0
3907,Lorient,Strasbourg,0-0,https://www.besoccer.com/match/lorient/strasbourg/2022,2022,29,ligue_1,73,50,0.0,0.0,0.0,0.0,0.5507385382697103,1.3194070080862532,-4.0,-2.0
3908,Stade Rennais,Metz,6-1,https://www.besoccer.com/match/stade-rennes/metz/2022,2022,29,ligue_1,76,62,6.0,1.0,1.0,1.0,1.5483193277310925,0.5986394557823129,6.0,2.0
3909,Stade de Reims,Olympique Lyonnais,0-0,https://www.besoccer.com/match/stade-reims/olympique-lyonnais/2022,2022,29,ligue_1,62,86,0.0,0.0,0.0,0.0,0.9105721864342554,0.9590886820186183,1.0,0.0
3910,Olympique Marseille,Nice,2-1,https://www.besoccer.com/match/olympique-marsella/nice/2022,2022,29,ligue_1,82,79,2.0,1.0,1.0,1.0,1.0298196948682385,1.218092252575011,0.0,-3.0
3911,Athletic,Getafe,1-1,https://www.besoccer.com/match/athletic-bilbao/getafe/2022,2022,29,primera_division,86,66,1.0,1.0,0.0,0.0,1.1437959025898723,0.46289752650176674,3.0,4.0
3912,AlavÃ©s,Granada,2-3,https://www.besoccer.com/match/alaves/granada/2022,2022,29,primera_division,68,68,2.0,3.0,-1.0,0.0,0.49261083743842365,0.72761569416499,0.0,4.0
3913,Elche,Valencia,0-1,https://www.besoccer.com/match/elche/valencia-cf/2022,2022,29,primera_division,61,84,0.0,1.0,-1.0,0.0,0.8394477317554241,1.252044252044252,2.0,2.0
3914,Osasuna,Levante,3-1,https://www.besoccer.com/match/osasuna/levante/2022,2022,29,primera_division,68,65,3.0,1.0,1.0,1.0,0.5425170068027211,0.8496112730806609,0.0,7.0
3915,Rayo Vallecano,AtlÃ©tico,0-1,https://www.besoccer.com/match/rayo-vallecano/atletico-madrid/2022,2022,29,primera_division,64,96,0.0,1.0,-1.0,0.0,1.0235732009925558,1.7640175524134567,1.0,1.0
3916,Espanyol,Mallorca,1-0,https://www.besoccer.com/match/espanyol/mallorca/2022,2022,29,primera_division,77,59,1.0,0.0,1.0,1.0,1.0342105263157895,0.9206896551724139,3.0,6.0
3917,CÃ¡diz,Villarreal,1-0,https://www.besoccer.com/match/cadiz/villarreal/2022,2022,29,primera_division,53,84,1.0,0.0,1.0,1.0,0.535255233198678,0.9222614840989399,-2.0,2.0
3918,Celta,Real Betis,0-0,https://www.besoccer.com/match/celta/betis/2022,2022,29,primera_division,83,77,0.0,0.0,0.0,0.0,0.9680928208846991,1.6004349007882577,1.0,-1.0
3919,Sevilla,R. Sociedad,0-0,https://www.besoccer.com/match/sevilla/real-sociedad/2022,2022,29,primera_division,91,81,0.0,0.0,0.0,0.0,1.4822167080231596,1.1909774436090226,8.0,1.0
3920,Real Madrid,Barcelona,0-4,https://www.besoccer.com/match/real-madrid/barcelona/2022,2022,29,primera_division,98,97,0.0,4.0,-1.0,0.0,1.5592469545957919,1.3902439024390243,7.0,-4.0
3921,De Graafschap,Jong AZ,0-0,https://www.besoccer.com/match/graafschap/az-alkmaar-sub23/2022,2022,29,eerste_divisie,55,39,0.0,0.0,0.0,0.0,0.639344262295082,0.63973558575101,-1.0,7.0
3922,Excelsior,Den Bosch,4-0,https://www.besoccer.com/match/excelsior/fc-den-bosch/2022,2022,29,eerste_divisie,63,53,4.0,0.0,1.0,1.0,1.4095568783068784,0.740506329113924,2.0,5.0
3923,Helmond Sport,FC Eindhoven,1-2,https://www.besoccer.com/match/helmond-sport/fc-eindhoven/2022,2022,29,eerste_divisie,52,54,1.0,2.0,-1.0,0.0,0.5917149676099557,1.0906183368869935,-5.0,-2.0
3924,MVV Maastricht,NAC Breda,1-2,https://www.besoccer.com/match/mvv/nac-breda/2022,2022,29,eerste_divisie,54,58,1.0,2.0,-1.0,0.0,0.7729894808279606,1.0305343511450382,-6.0,1.0
3925,Roda JC,Dordrecht,4-0,https://www.besoccer.com/match/roda-jc/fc-dordrecht/2022,2022,29,eerste_divisie,65,53,4.0,0.0,1.0,1.0,1.135596082404593,1.0939226519337015,4.0,5.0
3926,SC Telstar,TOP Oss,2-2,https://www.besoccer.com/match/stormvogels-telstar/fc-oss/2022,2022,29,eerste_divisie,47,46,2.0,2.0,0.0,0.0,0.7277628032345013,0.6434195725534309,-4.0,4.0
3927,VVV Venlo,FC Volendam,0-0,https://www.besoccer.com/match/vvv/fc-volendam/2022,2022,29,eerste_divisie,59,58,0.0,0.0,0.0,0.0,0.9951100244498777,1.3394255874673628,-1.0,-4.0
3928,Jong Ajax,ADO Den Haag,6-3,https://www.besoccer.com/match/jong-ajax/ado-den-haag/2022,2022,29,eerste_divisie,54,68,6.0,3.0,1.0,1.0,1.4550522648083624,1.3378833208676142,6.0,-4.0
3929,Jong PSV,Emmen,1-3,https://www.besoccer.com/match/jong-psv/emmen/2022,2022,29,eerste_divisie,53,52,1.0,3.0,-1.0,0.0,1.1805798113866575,0.7968253968253968,2.0,-5.0
3930,Jong Utrecht,Almere City,1-2,https://www.besoccer.com/match/jong-utrecht/almere-city/2022,2022,29,eerste_divisie,50,47,1.0,2.0,-1.0,0.0,0.5477351916376306,1.0850340136054422,-6.0,3.0
3931,Bastia,Dunkerque,1-0,https://www.besoccer.com/match/bastia/dunkerque/2022,2022,29,ligue_2,70,43,1.0,0.0,1.0,1.0,0.7867867867867867,0.7897045919859609,3.0,4.0
3932,Dijon FCO,Le Havre,2-0,https://www.besoccer.com/match/dijon-fco/havre-ac/2022,2022,29,ligue_2,65,56,2.0,0.0,1.0,1.0,0.9561591103507271,1.1849112426035502,1.0,-2.0
3933,Nancy,Paris FC,3-0,https://www.besoccer.com/match/nancy/paris-sg/2022,2022,29,ligue_2,70,43,3.0,0.0,1.0,1.0,0.6080147397512667,1.3945444319460067,0.0,-1.0
3934,NÃ®mes,Auxerre,1-2,https://www.besoccer.com/match/nimes-olympique/auxerre/2022,2022,29,ligue_2,52,60,1.0,2.0,-1.0,0.0,0.9546041308089499,1.3101575230852798,-1.0,-3.0
3935,Niort,Sochaux,1-1,https://www.besoccer.com/match/chamois-niortais/sochaux/2022,2022,29,ligue_2,51,62,1.0,1.0,0.0,0.0,0.9154767388300322,1.314715359828142,1.0,-1.0
3936,Pau FC,Grenoble,0-1,https://www.besoccer.com/match/pau/grenoble-foot-38/2022,2022,29,ligue_2,38,31,0.0,1.0,-1.0,0.0,1.130952380952381,0.4419642857142857,3.0,3.0
3937,Quevilly-Rouen,Ajaccio,0-0,https://www.besoccer.com/match/quevilly/ajaccio/2022,2022,29,ligue_2,42,56,0.0,0.0,0.0,0.0,0.7335164835164836,0.8838243468593663,0.0,-2.0
3938,Rodez,Guingamp,1-1,https://www.besoccer.com/match/rodez/guingamp/2022,2022,29,ligue_2,30,72,1.0,1.0,0.0,0.0,0.6117324811686831,0.730581205866377,-2.0,5.0
3939,Toulouse,Amiens SC,6-0,https://www.besoccer.com/match/toulouse-fc/amiens-sc/2022,2022,29,ligue_2,75,53,6.0,0.0,1.0,1.0,2.1554621848739495,0.9516994633273703,5.0,3.0
3940,Valenciennes,Caen,1-1,https://www.besoccer.com/match/valenciennes-afc/caen/2022,2022,29,ligue_2,58,71,1.0,1.0,0.0,0.0,0.9659090909090908,1.031372549019608,0.0,2.0
3941,Real Zaragoza,AlmerÃ­a,2-0,https://www.besoccer.com/match/real-zaragoza/almeria/2022,2022,30,segunda_division,60,59,2.0,0.0,1.0,1.0,0.4781449893390192,1.4586466165413534,1.0,-2.0
3942,Fuenlabrada,Burgos,1-2,https://www.besoccer.com/match/fuenlabrada/burgos-cf/2022,2022,30,segunda_division,51,47,1.0,2.0,-1.0,0.0,0.792156862745098,0.5962025316455696,-1.0,4.0
3943,Huesca,Las Palmas,0-0,https://www.besoccer.com/match/huesca/ud-palmas/2022,2022,30,segunda_division,62,62,0.0,0.0,0.0,0.0,0.7954360228198859,1.0,0.0,2.0
3944,Tenerife,Real Valladolid,1-4,https://www.besoccer.com/match/tenerife/valladolid/2022,2022,30,segunda_division,57,72,1.0,4.0,-1.0,0.0,1.1175742574257426,1.2857142857142858,4.0,-1.0
3945,Lugo,AlcorcÃ³n,1-0,https://www.besoccer.com/match/lugo/ad-alcorcon/2022,2022,30,segunda_division,55,53,1.0,0.0,1.0,1.0,0.906871609403255,0.7357615894039735,4.0,8.0
3946,Ponferradina,UD Ibiza,1-1,https://www.besoccer.com/match/ponferradina-sd/ibiza-eivissa/2022,2022,30,segunda_division,52,46,1.0,1.0,0.0,0.0,1.2259511844938982,1.1466666666666667,1.0,-1.0
3947,SD Amorebieta,MÃ¡laga,1-2,https://www.besoccer.com/match/amorebieta/malaga/2022,2022,30,segunda_division,40,60,1.0,2.0,-1.0,0.0,1.0628019323671498,0.719047619047619,-2.0,4.0
3948,FC Cartagena,Eibar,4-1,https://www.besoccer.com/match/cartagena/eibar/2022,2022,30,segunda_division,50,75,4.0,1.0,1.0,1.0,1.2239285714285713,1.1333333333333333,1.0,-3.0
3949,LeganÃ©s,MirandÃ©s,2-0,https://www.besoccer.com/match/leganes/mirandes/2022,2022,30,segunda_division,62,53,2.0,0.0,1.0,1.0,0.7929073268651722,0.7857142857142857,1.0,5.0
3950,Girona,Real Oviedo,2-1,https://www.besoccer.com/match/girona-fc/real-oviedo/2022,2022,30,segunda_division,65,56,2.0,1.0,1.0,1.0,1.1940298507462686,0.7883074021687883,4.0,1.0
3951,R. Sociedad B,Real Sporting,2-1,https://www.besoccer.com/match/real-sociedad-b/sporting-gijon/2022,2022,30,segunda_division,45,61,2.0,1.0,1.0,1.0,0.5313159746657283,1.0981189628876462,-5.0,3.0
3952,Sassuolo,Spezia,4-1,https://www.besoccer.com/match/us-sassuolo-calcio/asd-spezia/2022,2022,30,serie_a,74,60,4.0,1.0,1.0,1.0,0.8755760368663594,0.7210526315789473,0.0,3.0
3953,Genoa,Torino,1-0,https://www.besoccer.com/match/genoa/torino-fc/2022,2022,30,serie_a,75,76,1.0,0.0,1.0,1.0,0.413265306122449,0.3891282051282051,-4.0,5.0
3954,Napoli,Udinese,2-1,https://www.besoccer.com/match/napoli/udinese/2022,2022,30,serie_a,90,75,2.0,1.0,1.0,1.0,1.068051334008781,0.8752136752136752,0.0,4.0
3955,Inter,Fiorentina,1-1,https://www.besoccer.com/match/internazionale/fiorentina/2022,2022,30,serie_a,84,85,1.0,1.0,0.0,0.0,1.594724220623501,0.7632093933463797,6.0,4.0
3956,Cagliari,Milan,0-1,https://www.besoccer.com/match/cagliari/milan/2022,2022,30,serie_a,73,86,0.0,1.0,-1.0,0.0,0.7319727891156462,1.6497937757780277,-2.0,-6.0
3957,Venezia,Sampdoria,0-2,https://www.besoccer.com/match/venezia/sampdoria/2022,2022,30,serie_a,38,73,0.0,2.0,-1.0,0.0,0.693127962085308,0.7177419354838709,-5.0,5.0
3958,Empoli,Hellas Verona,1-1,https://www.besoccer.com/match/empoli-fc/hellas-verona-fc/2022,2022,30,serie_a,72,66,1.0,1.0,0.0,0.0,1.0149625935162094,1.1884498480243162,-4.0,0.0
3959,Juventus,Salernitana,2-0,https://www.besoccer.com/match/juventus-fc/salernitana-calcio-1919/2022,2022,30,serie_a,95,50,2.0,0.0,1.0,1.0,0.8328267477203648,0.551523947750363,4.0,4.0
3960,Roma,Lazio,3-0,https://www.besoccer.com/match/roma/lazio/2022,2022,30,serie_a,88,85,3.0,0.0,1.0,1.0,0.8507936507936507,1.1955555555555557,1.0,-2.0
3961,Bologna,Atalanta,0-1,https://www.besoccer.com/match/bologna/atalanta/2022,2022,30,serie_a,72,76,0.0,1.0,-1.0,0.0,0.8295918367346938,1.337941628264209,-2.0,-4.0
3962,Brescia,Benevento,2-2,https://www.besoccer.com/match/brescia/benevento-calcio/2022,2022,30,serie_b,58,51,2.0,2.0,0.0,0.0,1.1101694915254239,0.9945609945609944,1.0,-3.0
3963,Cittadella,Reggina,0-0,https://www.besoccer.com/match/as-cittadella/reggina/2022,2022,30,serie_b,51,33,0.0,0.0,0.0,0.0,0.9994177018633541,0.6875,-1.0,2.0
3964,Como,Ternana Calcio,1-1,https://www.besoccer.com/match/como/ternana-calcio/2022,2022,30,serie_b,41,54,1.0,1.0,0.0,0.0,0.7919254658385092,1.2573231185218567,1.0,1.0
3965,Crotone,Frosinone,2-0,https://www.besoccer.com/match/fc-crotone/frosinone-calcio/2022,2022,30,serie_b,65,55,2.0,0.0,1.0,1.0,0.8509984639016897,1.251700680272109,-2.0,0.0
3966,Vicenza,Parma,0-1,https://www.besoccer.com/match/vicenza-calcio/parma-fc/2022,2022,30,serie_b,56,39,0.0,1.0,-1.0,0.0,0.8480243161094224,1.0625,0.0,1.0
3967,Nuova Cosenza,Lecce,2-2,https://www.besoccer.com/match/nuova-cosenza/lecce/2022,2022,30,serie_b,44,49,2.0,2.0,0.0,0.0,0.7391304347826086,0.9425858951175407,-4.0,-2.0
3968,US Alessandria,AC Monza,0-3,https://www.besoccer.com/match/us-alessandria-1912/ac-monza-brianza-1912/2022,2022,30,serie_b,49,31,0.0,3.0,-1.0,0.0,0.6356340288924559,1.0649560795191861,-2.0,-2.0
3969,Ascoli,Pisa SC,2-0,https://www.besoccer.com/match/ascoli/pisa-calcio/2022,2022,30,serie_b,53,50,2.0,0.0,1.0,1.0,0.7949308755760368,1.1255134641716111,0.0,-3.0
3970,Cremonese,Pordenone,2-1,https://www.besoccer.com/match/us-cremonese/pordenone/2022,2022,30,serie_b,47,39,2.0,1.0,1.0,1.0,1.2706969580284944,0.49928808732795443,5.0,7.0
3971,Perugia,SPAL,1-1,https://www.besoccer.com/match/perugia/spal-1907/2022,2022,30,serie_b,55,53,1.0,1.0,0.0,0.0,0.745308310991957,0.6247129076711071,0.0,-1.0
3972,Metz,Monaco,1-2,https://www.besoccer.com/match/metz/monaco/2022,2022,30,ligue_1,62,87,1.0,2.0,-1.0,0.0,0.7134271978021978,0.8633540372670808,-4.0,3.0
3973,Barnsley,Cardiff City,0-1,https://www.besoccer.com/match/barnsley-fc/cardiff-city-fc/2022,2022,30,championship,49,57,0.0,1.0,-1.0,0.0,0.4730193387398628,1.215072805981897,-5.0,3.0
3974,Huddersfield Town,Derby County,2-0,https://www.besoccer.com/match/huddersfield-town-fc/derby-county-fc/2022,2022,30,championship,53,61,2.0,0.0,1.0,1.0,1.0480349344978166,0.5983379501385041,4.0,3.0
3975,Birmingham City,Sheffield United,1-2,https://www.besoccer.com/match/birmingham-city-fc/sheffield-united/2022,2022,30,championship,58,50,1.0,2.0,-1.0,0.0,0.8963237665269268,1.0866141732283463,1.0,-2.0
3976,Blackpool,Bristol City,3-1,https://www.besoccer.com/match/blackpool-fc/bristol-city-fc/2022,2022,30,championship,38,54,3.0,1.0,1.0,1.0,0.6402402402402402,1.2928759894459103,2.0,6.0
3977,Hull City,Preston North End,0-1,https://www.besoccer.com/match/hull-city/preston-north-end/2022,2022,30,championship,69,58,0.0,1.0,-1.0,0.0,0.7878834831112488,0.7716577540106953,2.0,1.0
3978,Swansea City,Blackburn Rovers,1-0,https://www.besoccer.com/match/swansea-city-afc/blackburn-rovers-fc/2022,2022,30,championship,76,61,1.0,0.0,1.0,1.0,0.8401135288552506,0.9018567639257294,1.0,0.0
3979,Millwall,Queens Park Rangers,2-0,https://www.besoccer.com/match/millwall-fc/queens-park-rangers-fc/2022,2022,30,championship,45,58,2.0,0.0,1.0,1.0,0.7862068965517242,1.47275204359673,1.0,-1.0
3980,Peterborough United,Luton Town,1-1,https://www.besoccer.com/match/peterborough-u/luton-town-fc/2022,2022,30,championship,47,33,1.0,1.0,0.0,0.0,0.7864741641337385,1.0706199460916441,-2.0,-2.0
3981,Reading,Stoke City,2-1,https://www.besoccer.com/match/reading-fc/stoke-city/2022,2022,30,championship,60,78,2.0,1.0,1.0,1.0,1.0312499999999998,0.896,-5.0,0.0
3982,Middlesbrough,Fulham,0-1,https://www.besoccer.com/match/middlesbrough-fc/fulham/2022,2022,30,championship,71,60,0.0,1.0,-1.0,0.0,1.0333333333333334,2.663101604278075,5.0,-5.0
3983,Nottingham Forest,Coventry City,2-0,https://www.besoccer.com/match/nottingham-forest-fc/coventry-city/2022,2022,30,championship,57,42,2.0,0.0,1.0,1.0,0.9369863013698629,0.8399014778325125,4.0,2.0
3984,West Bromwich Albion,AFC Bournemouth,2-0,https://www.besoccer.com/match/west-bromwich/afc-bournemouth/2022,2022,30,championship,75,67,2.0,0.0,1.0,1.0,1.0986842105263157,1.0755319148936169,5.0,-2.0
3985,Nice,Stade Rennais,1-1,https://www.besoccer.com/match/nice/stade-rennes/2022,2022,30,ligue_1,79,77,1.0,1.0,0.0,0.0,0.8411513859275054,1.467134092900964,2.0,-1.0
3986,Lille,Girondins Bordeaux,0-0,https://www.besoccer.com/match/lillestrom/bordeaux/2022,2022,30,ligue_1,81,79,0.0,0.0,0.0,0.0,0.8926837725381415,1.104343931930139,2.0,5.0
3987,Strasbourg,Lens,1-0,https://www.besoccer.com/match/strasbourg/lens/2022,2022,30,ligue_1,50,60,1.0,0.0,1.0,1.0,1.3333333333333333,1.1674800354924577,4.0,4.0
3988,Clermont,Nantes,2-3,https://www.besoccer.com/match/clermont-foot/nantes/2022,2022,30,ligue_1,56,71,2.0,3.0,-1.0,0.0,0.6634615384615384,0.7335423197492162,-3.0,3.0
3989,Montpellier,Stade Brestois,1-2,https://www.besoccer.com/match/montpellier-hsc/stade-brestois-29/2022,2022,30,ligue_1,75,58,1.0,2.0,-1.0,0.0,1.0563106796116506,0.8558558558558558,1.0,-1.0
3990,Saint-Ãtienne,Olympique Marseille,2-4,https://www.besoccer.com/match/saint-etienne/olympique-marsella/2022,2022,30,ligue_1,82,82,2.0,4.0,-1.0,0.0,0.8009501187648456,1.2727272727272727,-1.0,-5.0
3991,Troyes,Stade de Reims,1-0,https://www.besoccer.com/match/troyes/stade-reims/2022,2022,30,ligue_1,57,62,1.0,0.0,1.0,1.0,0.6138014527845037,0.8020833333333334,0.0,0.0
3992,Olympique Lyonnais,Angers SCO,3-2,https://www.besoccer.com/match/olympique-lyonnais/angers-sco/2022,2022,30,ligue_1,85,65,3.0,2.0,1.0,1.0,1.1097852028639619,0.9631626235399819,2.0,4.0
3993,PSG,Lorient,5-1,https://www.besoccer.com/match/paris-saint-germain-fc/lorient/2022,2022,30,ligue_1,93,73,5.0,1.0,1.0,1.0,1.599587912087912,0.7428571428571429,9.0,5.0
3994,Getafe,Mallorca,1-0,https://www.besoccer.com/match/getafe/mallorca/2022,2022,30,primera_division,65,58,1.0,0.0,1.0,1.0,0.9250177683013504,0.8592300556586271,5.0,6.0
3995,Levante,Villarreal,2-0,https://www.besoccer.com/match/levante/villarreal/2022,2022,30,primera_division,65,85,2.0,0.0,1.0,1.0,0.8206270039187744,0.8622448979591838,-2.0,3.0
3996,Celta,Real Madrid,1-2,https://www.besoccer.com/match/celta/real-madrid/2022,2022,30,primera_division,82,98,1.0,2.0,-1.0,0.0,0.917665867306155,1.787612719506407,2.0,-5.0
3997,AtlÃ©tico,AlavÃ©s,4-1,https://www.besoccer.com/match/atletico-madrid/alaves/2022,2022,30,primera_division,96,68,4.0,1.0,1.0,1.0,1.205357142857143,0.7303451581975072,5.0,5.0
3998,Athletic,Elche,2-1,https://www.besoccer.com/match/athletic-bilbao/elche/2022,2022,30,primera_division,86,61,2.0,1.0,1.0,1.0,1.1219512195121952,0.8547699214365883,2.0,3.0
3999,Real Betis,Osasuna,4-1,https://www.besoccer.com/match/betis/osasuna/2022,2022,30,primera_division,76,69,4.0,1.0,1.0,1.0,1.2297029702970297,0.9995206136145733,2.0,4.0
4000,Granada,Rayo Vallecano,2-2,https://www.besoccer.com/match/granada/rayo-vallecano/2022,2022,30,primera_division,69,64,2.0,2.0,0.0,0.0,0.8236551478446739,0.572199730094467,-1.0,7.0
4001,Valencia,CÃ¡diz,0-0,https://www.besoccer.com/match/valencia-cf/cadiz/2022,2022,30,primera_division,83,53,0.0,0.0,0.0,0.0,1.0790749720253636,0.8498789346246974,1.0,3.0
4002,Barcelona,Sevilla,1-0,https://www.besoccer.com/match/barcelona/sevilla/2022,2022,30,primera_division,98,90,1.0,0.0,1.0,1.0,1.6208388188828287,0.7382550335570469,5.0,-2.0
4003,R. Sociedad,Espanyol,1-0,https://www.besoccer.com/match/real-sociedad/espanyol/2022,2022,30,primera_division,80,78,1.0,0.0,1.0,1.0,0.5373897707231041,0.8501447876447876,3.0,5.0
4004,Jong AZ,SC Telstar,3-2,https://www.besoccer.com/match/az-alkmaar-sub23/stormvogels-telstar/2022,2022,30,eerste_divisie,39,47,3.0,2.0,1.0,1.0,0.6297968397291196,0.6947890818858561,-3.0,1.0
4005,Almere City,Helmond Sport,3-0,https://www.besoccer.com/match/almere-city/helmond-sport/2022,2022,30,eerste_divisie,47,52,3.0,0.0,1.0,1.0,0.7761118598382749,0.6967418546365916,-6.0,1.0
4006,NAC Breda,De Graafschap,2-0,https://www.besoccer.com/match/nac-breda/graafschap/2022,2022,30,eerste_divisie,58,55,2.0,0.0,1.0,1.0,1.0920040147206422,1.2842453176643407,5.0,-4.0
4007,Den Bosch,MVV Maastricht,3-1,https://www.besoccer.com/match/fc-den-bosch/mvv/2022,2022,30,eerste_divisie,53,54,3.0,1.0,1.0,1.0,0.6822898650985818,0.5930735930735931,0.0,4.0
4008,Dordrecht,Jong Ajax,3-3,https://www.besoccer.com/match/fc-dordrecht/jong-ajax/2022,2022,30,eerste_divisie,53,54,3.0,3.0,0.0,0.0,0.8647840531561463,1.241453760345448,1.0,0.0
4009,FC Eindhoven,VVV Venlo,4-0,https://www.besoccer.com/match/fc-eindhoven/vvv/2022,2022,30,eerste_divisie,55,59,4.0,0.0,1.0,1.0,1.3227194492254735,0.8843364757070341,5.0,-1.0
