,Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Goals,Away_Goals,Outcome,Home_Win,Home_Attack,Away_Attack,Home_Team_Outcome_sum_10,Away_Team_Outcome_sum_10
0,Huesca,Eibar,2-0,https://www.besoccer.com/match/huesca/eibar/2022,2022,1,segunda_division,58,65,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,Real Zaragoza,UD Ibiza,0-0,https://www.besoccer.com/match/real-zaragoza/ibiza-eivissa/2022,2022,1,segunda_division,61,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,R. Sociedad B,LeganÃ©s,1-0,https://www.besoccer.com/match/real-sociedad-b/leganes/2022,2022,1,segunda_division,51,63,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,Girona,SD Amorebieta,2-0,https://www.besoccer.com/match/girona-fc/amorebieta/2022,2022,1,segunda_division,66,44,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,Ponferradina,AlcorcÃ³n,1-0,https://www.besoccer.com/match/ponferradina-sd/ad-alcorcon/2022,2022,1,segunda_division,52,57,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,Real Sporting,Burgos,1-0,https://www.besoccer.com/match/sporting-gijon/burgos-cf/2022,2022,1,segunda_division,62,50,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6,Real Oviedo,Lugo,2-2,https://www.besoccer.com/match/real-oviedo/lugo/2022,2022,1,segunda_division,56,53,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Fuenlabrada,Tenerife,1-2,https://www.besoccer.com/match/fuenlabrada/tenerife/2022,2022,1,segunda_division,53,57,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
8,Las Palmas,Real Valladolid,1-1,https://www.besoccer.com/match/ud-palmas/valladolid/2022,2022,1,segunda_division,62,64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,MÃ¡laga,MirandÃ©s,0-0,https://www.besoccer.com/match/malaga/mirandes/2022,2022,1,segunda_division,62,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,FC Cartagena,AlmerÃ­a,1-3,https://www.besoccer.com/match/cartagena/almeria/2022,2022,1,segunda_division,51,59,1.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
11,Hellas Verona,Sassuolo,2-3,https://www.besoccer.com/match/hellas-verona-fc/us-sassuolo-calcio/2022,2022,1,serie_a,70,77,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
12,Inter,Genoa,4-0,https://www.besoccer.com/match/internazionale/genoa/2022,2022,1,serie_a,90,73,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,Empoli,Lazio,1-3,https://www.besoccer.com/match/empoli-fc/lazio/2022,2022,1,serie_a,75,85,1.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
14,Torino,Atalanta,1-2,https://www.besoccer.com/match/torino-fc/atalanta/2022,2022,1,serie_a,75,87,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
15,Bologna,Salernitana,3-2,https://www.besoccer.com/match/bologna/salernitana-calcio-1919/2022,2022,1,serie_a,72,60,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
16,Udinese,Juventus,2-2,https://www.besoccer.com/match/udinese/juventus-fc/2022,2022,1,serie_a,72,94,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Napoli,Venezia,2-0,https://www.besoccer.com/match/napoli/venezia/2022,2022,1,serie_a,90,60,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,Roma,Fiorentina,3-1,https://www.besoccer.com/match/roma/fiorentina/2022,2022,1,serie_a,87,79,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19,Cagliari,Spezia,2-2,https://www.besoccer.com/match/cagliari/asd-spezia/2022,2022,1,serie_a,74,64,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Sampdoria,Milan,0-1,https://www.besoccer.com/match/sampdoria/milan/2022,2022,1,serie_a,75,87,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
21,Sporting CP,Vizela,3-0,https://www.besoccer.com/match/sporting-lisbon/vizela/2022,2022,1,primeira_liga,89,59,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
22,Arouca,Estoril,0-2,https://www.besoccer.com/match/arouca/estoril/2022,2022,1,primeira_liga,62,70,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
23,Moreirense,Benfica,1-2,https://www.besoccer.com/match/moreirense-fc/benfica/2022,2022,1,primeira_liga,71,90,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
24,MarÃ­timo,Sporting Braga,0-2,https://www.besoccer.com/match/maritimo/sporting-braga/2022,2022,1,primeira_liga,69,86,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
25,VitÃ³ria GuimarÃ£es,Portimonense,0-1,https://www.besoccer.com/match/vitoria-guimaraes/portimonense/2022,2022,1,primeira_liga,80,65,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
26,Tondela,CD Santa Clara,3-0,https://www.besoccer.com/match/tondela/santa-clara/2022,2022,1,primeira_liga,66,67,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
27,Porto,Belenenses SAD,2-0,https://www.besoccer.com/match/fc-porto/cf-os-belenenses-ii/2022,2022,1,primeira_liga,90,73,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
28,PaÃ§os de Ferreira,FamalicÃ£o,2-0,https://www.besoccer.com/match/pacos-ferreira/famalicao/2022,2022,1,primeira_liga,71,67,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
29,Gil Vicente,Boavista,3-0,https://www.besoccer.com/match/gil-vicente/boavista/2022,2022,1,primeira_liga,60,67,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
30,Academico Viseu,Casa Pia,2-1,https://www.besoccer.com/match/academico-viseu/casa-pia/2022,2022,1,segunda_liga,53,46,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
31,Varzim,Chaves,2-2,https://www.besoccer.com/match/varzim/chaves/2022,2022,1,segunda_liga,52,58,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Porto II,Trofense,2-2,https://www.besoccer.com/match/porto-ii/trofense/2022,2022,1,segunda_liga,51,43,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Feirense,SC Covilha,1-2,https://www.besoccer.com/match/feirense/sporting-covilha/2022,2022,1,segunda_liga,59,52,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
34,CF Estrela,Mafra,0-2,https://www.besoccer.com/match/cf-estrela-de-amadora/mafra/2022,2022,1,segunda_liga,53,48,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
35,Rio Ave,AcadÃ©mica,5-1,https://www.besoccer.com/match/rio-ave/academica/2022,2022,1,segunda_liga,62,57,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36,Benfica II,Nacional,5-0,https://www.besoccer.com/match/benfica-ii/nacional/2022,2022,1,segunda_liga,52,49,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
37,Vilafranquense,Penafiel,0-1,https://www.besoccer.com/match/vilafranquense/penafiel/2022,2022,1,segunda_liga,43,55,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
38,LeixÃµes,Farense,3-1,https://www.besoccer.com/match/leixoes/farense/2022,2022,1,segunda_liga,54,49,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
39,Frosinone,Parma,2-2,https://www.besoccer.com/match/frosinone-calcio/parma-fc/2022,2022,1,serie_b,58,57,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Pordenone,Perugia,0-1,https://www.besoccer.com/match/pordenone/perugia/2022,2022,1,serie_b,48,64,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
41,Cittadella,Vicenza,1-0,https://www.besoccer.com/match/as-cittadella/vicenza-calcio/2022,2022,1,serie_b,59,49,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
42,Reggina,AC Monza,0-0,https://www.besoccer.com/match/reggina/ac-monza-brianza-1912/2022,2022,1,serie_b,43,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Ternana Calcio,Brescia,0-2,https://www.besoccer.com/match/ternana-calcio/brescia/2022,2022,1,serie_b,55,62,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
44,Crotone,Como,2-2,https://www.besoccer.com/match/fc-crotone/como/2022,2022,1,serie_b,60,40,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Pisa SC,SPAL,1-0,https://www.besoccer.com/match/pisa-calcio/spal-1907/2022,2022,1,serie_b,56,60,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
46,Benevento,US Alessandria,4-3,https://www.besoccer.com/match/benevento-calcio/us-alessandria-1912/2022,2022,1,serie_b,61,52,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
47,Cremonese,Lecce,3-0,https://www.besoccer.com/match/us-cremonese/lecce/2022,2022,1,serie_b,56,60,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
48,Ascoli,Nuova Cosenza,1-0,https://www.besoccer.com/match/ascoli/nuova-cosenza/2022,2022,1,serie_b,52,47,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
49,Brentford,Arsenal,2-0,https://www.besoccer.com/match/brentford/arsenal/2022,2022,1,premier_league,70,88,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
50,Man. Utd,Leeds United,5-1,https://www.besoccer.com/match/manchester-united-fc/leeds-united-afc/2022,2022,1,premier_league,91,72,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
51,Burnley,Brighton & Hove Albion,1-2,https://www.besoccer.com/match/burnley-fc/brighton-amp-hov/2022,2022,1,premier_league,72,71,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
52,Chelsea,Crystal Palace,3-0,https://www.besoccer.com/match/chelsea-fc/crystal-palace-fc/2022,2022,1,premier_league,92,73,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
53,Everton,Southampton,3-1,https://www.besoccer.com/match/everton-fc/southampton-fc/2022,2022,1,premier_league,79,77,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
54,Leicester,Wolves,1-0,https://www.besoccer.com/match/leicester-city-fc/wolverhampton/2022,2022,1,premier_league,84,75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
55,Watford,Aston Villa,3-2,https://www.besoccer.com/match/watford-fc/aston-villa-fc/2022,2022,1,premier_league,71,75,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
56,Norwich City,Liverpool,0-3,https://www.besoccer.com/match/norwich-city-fc/liverpool/2022,2022,1,premier_league,77,93,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
57,Newcastle,West Ham,2-4,https://www.besoccer.com/match/newcastle-united-fc/west-ham-united/2022,2022,1,premier_league,73,77,2.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0
58,Tottenham Hotspur,Man. City,1-0,https://www.besoccer.com/match/tottenham-hotspur-fc/manchester-city-fc/2022,2022,1,premier_league,87,97,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
59,AFC Bournemouth,West Bromwich Albion,2-2,https://www.besoccer.com/match/afc-bournemouth/west-bromwich/2022,2022,1,championship,69,61,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Blackburn Rovers,Swansea City,2-1,https://www.besoccer.com/match/blackburn-rovers-fc/swansea-city-afc/2022,2022,1,championship,58,67,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
61,Bristol City,Blackpool,1-1,https://www.besoccer.com/match/bristol-city-fc/blackpool-fc/2022,2022,1,championship,56,45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Cardiff City,Barnsley,1-1,https://www.besoccer.com/match/cardiff-city-fc/barnsley-fc/2022,2022,1,championship,60,52,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Derby County,Huddersfield Town,1-1,https://www.besoccer.com/match/derby-county-fc/huddersfield-town-fc/2022,2022,1,championship,57,55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Luton Town,Peterborough United,3-0,https://www.besoccer.com/match/luton-town-fc/peterborough-u/2022,2022,1,championship,54,51,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
65,Preston North End,Hull City,1-4,https://www.besoccer.com/match/preston-north-end/hull-city/2022,2022,1,championship,59,54,1.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0
66,Queens Park Rangers,Millwall,1-1,https://www.besoccer.com/match/queens-park-rangers-fc/millwall-fc/2022,2022,1,championship,55,55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Stoke City,Reading,3-2,https://www.besoccer.com/match/stoke-city/reading-fc/2022,2022,1,championship,64,55,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
68,Sheffield United,Birmingham City,0-1,https://www.besoccer.com/match/sheffield-united/birmingham-city-fc/2022,2022,1,championship,58,52,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
69,Fulham,Middlesbrough,1-1,https://www.besoccer.com/match/fulham/middlesbrough-fc/2022,2022,1,championship,60,59,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Coventry City,Nottingham Forest,2-1,https://www.besoccer.com/match/coventry-city/nottingham-forest-fc/2022,2022,1,championship,45,59,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
71,Monaco,Nantes,1-1,https://www.besoccer.com/match/monaco/nantes/2022,2022,1,ligue_1,86,75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Olympique Lyonnais,Stade Brestois,1-1,https://www.besoccer.com/match/olympique-lyonnais/stade-brestois-29/2022,2022,1,ligue_1,89,67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Troyes,PSG,1-2,https://www.besoccer.com/match/troyes/paris-saint-germain-fc/2022,2022,1,ligue_1,66,93,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
74,Stade Rennais,Lens,1-1,https://www.besoccer.com/match/stade-rennes/lens/2022,2022,1,ligue_1,79,66,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Girondins Bordeaux,Clermont,0-2,https://www.besoccer.com/match/bordeaux/clermont-foot/2022,2022,1,ligue_1,75,64,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
76,Nice,Stade de Reims,0-0,https://www.besoccer.com/match/nice/stade-reims/2022,2022,1,ligue_1,73,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Saint-Ãtienne,Lorient,1-1,https://www.besoccer.com/match/saint-etienne/lorient/2022,2022,1,ligue_1,76,71,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Strasbourg,Angers SCO,0-2,https://www.besoccer.com/match/strasbourg/angers-sco/2022,2022,1,ligue_1,71,71,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
79,Metz,Lille,3-3,https://www.besoccer.com/match/metz/lillestrom/2022,2022,1,ligue_1,70,84,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Montpellier,Olympique Marseille,2-3,https://www.besoccer.com/match/montpellier-hsc/olympique-marsella/2022,2022,1,ligue_1,77,81,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
81,Valencia,Getafe,1-0,https://www.besoccer.com/match/valencia-cf/getafe/2022,2022,1,primera_division,83,77,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
82,Mallorca,Real Betis,1-1,https://www.besoccer.com/match/mallorca/betis/2022,2022,1,primera_division,73,81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83,CÃ¡diz,Levante,1-1,https://www.besoccer.com/match/cadiz/levante/2022,2022,1,primera_division,70,74,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,AlavÃ©s,Real Madrid,1-4,https://www.besoccer.com/match/alaves/real-madrid/2022,2022,1,primera_division,71,95,1.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0
85,Osasuna,Espanyol,0-0,https://www.besoccer.com/match/osasuna/espanyol/2022,2022,1,primera_division,75,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Celta,AtlÃ©tico,1-2,https://www.besoccer.com/match/celta/atletico-madrid/2022,2022,1,primera_division,79,93,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
87,Barcelona,R. Sociedad,4-2,https://www.besoccer.com/match/barcelona/real-sociedad/2022,2022,1,primera_division,97,84,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
88,Sevilla,Rayo Vallecano,3-0,https://www.besoccer.com/match/sevilla/rayo-vallecano/2022,2022,1,primera_division,90,68,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
89,Villarreal,Granada,0-0,https://www.besoccer.com/match/villarreal/granada/2022,2022,1,primera_division,85,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Elche,Athletic,0-0,https://www.besoccer.com/match/elche/athletic-bilbao/2022,2022,1,primera_division,64,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Den Bosch,Helmond Sport,2-0,https://www.besoccer.com/match/fc-den-bosch/helmond-sport/2022,2022,1,eerste_divisie,50,48,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
92,Dordrecht,Jong PSV,1-1,https://www.besoccer.com/match/fc-dordrecht/jong-psv/2022,2022,1,eerste_divisie,46,51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,FC Eindhoven,FC Volendam,2-2,https://www.besoccer.com/match/fc-eindhoven/fc-volendam/2022,2022,1,eerste_divisie,46,58,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Excelsior,TOP Oss,0-1,https://www.besoccer.com/match/excelsior/fc-oss/2022,2022,1,eerste_divisie,60,46,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
95,SC Telstar,Emmen,1-1,https://www.besoccer.com/match/stormvogels-telstar/emmen/2022,2022,1,eerste_divisie,50,53,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,De Graafschap,Roda JC,0-3,https://www.besoccer.com/match/graafschap/roda-jc/2022,2022,1,eerste_divisie,60,54,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
97,ADO Den Haag,Jong Ajax,2-0,https://www.besoccer.com/match/ado-den-haag/jong-ajax/2022,2022,1,eerste_divisie,56,55,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
98,VVV Venlo,NAC Breda,2-2,https://www.besoccer.com/match/vvv/nac-breda/2022,2022,1,eerste_divisie,56,58,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Jong AZ,Almere City,2-1,https://www.besoccer.com/match/az-alkmaar-sub23/almere-city/2022,2022,1,eerste_divisie,45,56,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
100,Jong Utrecht,MVV Maastricht,0-1,https://www.besoccer.com/match/jong-utrecht/mvv/2022,2022,1,eerste_divisie,44,50,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
101,Schalke 04,Hamburger SV,1-3,https://www.besoccer.com/match/schalke-04/hamburger-sv/2022,2022,1,2_liga,61,59,1.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
102,Darmstadt 98,Jahn Regensburg,0-2,https://www.besoccer.com/match/darmstadt-98/ssv-jahn-regensburg/2022,2022,1,2_liga,58,48,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
103,Heidenheim,Paderborn,0-0,https://www.besoccer.com/match/heidenheim/paderborn/2022,2022,1,2_liga,60,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Dynamo Dresden,Ingolstadt 04,3-0,https://www.besoccer.com/match/sg-dynamo-dresden/fc-ingolstadt-04/2022,2022,1,2_liga,50,55,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
105,Hansa Rostock,Karlsruher SC,1-3,https://www.besoccer.com/match/hansa-rostock/karlsruher-sc/2022,2022,1,2_liga,53,56,1.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
106,Werder Bremen,Hannover 96,1-1,https://www.besoccer.com/match/werder-bremen/hannover-96/2022,2022,1,2_liga,61,52,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
107,FC St. Pauli,Holstein Kiel,3-0,https://www.besoccer.com/match/st-pauli/holstein-kiel/2022,2022,1,2_liga,54,56,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
108,NÃ¼rnberg,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-nurnberg/fc-erzgebirge-aue/2022,2022,1,2_liga,58,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Sandhausen,Fortuna DÃ¼sseldorf,0-2,https://www.besoccer.com/match/sv-sandhausen/fortuna-dusseldorf/2022,2022,1,2_liga,50,57,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
110,Go Ahead Eagles,Heerenveen,0-1,https://www.besoccer.com/match/go-ahead-eagles/heerenveen/2022,2022,1,eredivisie,63,70,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
111,RKC Waalwijk,AZ Alkmaar,1-0,https://www.besoccer.com/match/rkc-waalwijk/az/2022,2022,1,eredivisie,56,80,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
112,Heracles,PSV,0-2,https://www.besoccer.com/match/heracles/psv/2022,2022,1,eredivisie,69,86,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
113,Fortuna Sittard,Twente 1965,2-1,https://www.besoccer.com/match/fortuna-sittard/fc-twente-1965/2022,2022,1,eredivisie,67,70,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
114,Ajax,NEC Nijmegen,5-0,https://www.besoccer.com/match/ajax/nec/2022,2022,1,eredivisie,90,67,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
115,Cambuur,Groningen,1-2,https://www.besoccer.com/match/sc-cambuur-leeuwarden/fc-groningen/2022,2022,1,eredivisie,71,72,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
116,PEC Zwolle,Vitesse,0-1,https://www.besoccer.com/match/fc-zwolle/vitesse/2022,2022,1,eredivisie,74,75,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
117,Utrecht,Sparta Rotterdam,4-0,https://www.besoccer.com/match/fc-utrecht/sparta-rotterdam/2022,2022,1,eredivisie,80,65,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
118,Willem II,Feyenoord,0-4,https://www.besoccer.com/match/willem-ii/feyenoord/2022,2022,1,eredivisie,71,84,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0
119,Bastia,NÃ®mes,1-1,https://www.besoccer.com/match/bastia/nimes-olympique/2022,2022,1,ligue_2,39,56,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Amiens SC,Auxerre,1-2,https://www.besoccer.com/match/amiens-sc/auxerre/2022,2022,1,ligue_2,53,58,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
121,Caen,Rodez,4-0,https://www.besoccer.com/match/caen/rodez/2022,2022,1,ligue_2,58,47,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
122,Dunkerque,Quevilly-Rouen,1-1,https://www.besoccer.com/match/dunkerque/quevilly/2022,2022,1,ligue_2,51,46,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Grenoble,Paris FC,0-4,https://www.besoccer.com/match/grenoble-foot-38/paris-sg/2022,2022,1,ligue_2,53,54,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0
124,Le Havre,Guingamp,0-0,https://www.besoccer.com/match/havre-ac/guingamp/2022,2022,1,ligue_2,58,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Pau FC,Nancy,2-1,https://www.besoccer.com/match/pau/nancy/2022,2022,1,ligue_2,49,59,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
126,Toulouse,Ajaccio,2-2,https://www.besoccer.com/match/toulouse-fc/ajaccio/2022,2022,1,ligue_2,62,55,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Valenciennes,Niort,0-0,https://www.besoccer.com/match/valenciennes-afc/chamois-niortais/2022,2022,1,ligue_2,57,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Dijon FCO,Sochaux,1-3,https://www.besoccer.com/match/dijon-fco/sochaux/2022,2022,1,ligue_2,58,58,1.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
129,B. MÃ¶nchengladbach,Bayern MÃ¼nchen,1-1,https://www.besoccer.com/match/borussia-monchengla/bayern-munchen/2022,2022,1,bundesliga,82,94,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Wolfsburg,VfL Bochum,1-0,https://www.besoccer.com/match/wolfsburg/bochum/2022,2022,1,bundesliga,81,69,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
131,Union Berlin,B. Leverkusen,1-1,https://www.besoccer.com/match/1-fc-union-berlin/bayer-leverkusen/2022,2022,1,bundesliga,70,84,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Stuttgart,Greuther FÃ¼rth,5-1,https://www.besoccer.com/match/stuttgart/greuther-furth/2022,2022,1,bundesliga,73,64,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
133,FC Augsburg,Hoffenheim,0-4,https://www.besoccer.com/match/fc-augsburg/tsg-1899-hoffenheim/2022,2022,1,bundesliga,73,79,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0
134,Arminia Bielefeld,SC Freiburg,0-0,https://www.besoccer.com/match/arminia-bielefeld/sc-freiburg/2022,2022,1,bundesliga,64,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,B. Dortmund,Eintracht Frankfurt,5-2,https://www.besoccer.com/match/borussia-dortmund/eintracht-frankfurt/2022,2022,1,bundesliga,91,81,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
136,Mainz 05,RB Leipzig,1-0,https://www.besoccer.com/match/mainz-amat/rb-leipzig/2022,2022,1,bundesliga,74,87,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
137,KÃ¶ln,Hertha BSC,3-1,https://www.besoccer.com/match/1-fc-koln/hertha-bsc/2022,2022,1,bundesliga,73,74,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
138,Real Valladolid,Real Zaragoza,2-0,https://www.besoccer.com/match/valladolid/real-zaragoza/2022,2022,2,segunda_division,63,60,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
139,AlmerÃ­a,Real Oviedo,2-1,https://www.besoccer.com/match/almeria/real-oviedo/2022,2022,2,segunda_division,59,56,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
140,Lugo,R. Sociedad B,0-0,https://www.besoccer.com/match/lugo/real-sociedad-b/2022,2022,2,segunda_division,53,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Tenerife,Real Sporting,0-0,https://www.besoccer.com/match/tenerife/sporting-gijon/2022,2022,2,segunda_division,58,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,AlcorcÃ³n,Fuenlabrada,0-2,https://www.besoccer.com/match/ad-alcorcon/fuenlabrada/2022,2022,2,segunda_division,56,54,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
